"","gene","cluster","external_gene_name"
"558","ENSMUSG00000018565",1,"Elp5"
"559","ENSMUSG00000018583",1,"G3bp1"
"560","ENSMUSG00000018604",1,"Tbx3"
"561","ENSMUSG00000018634",1,"Crhr1"
"562","ENSMUSG00000018648",1,"Dusp14"
"563","ENSMUSG00000018677",1,"Slc25a39"
"564","ENSMUSG00000018678",1,"Sp2"
"565","ENSMUSG00000018697",1,"Aatf"
"566","ENSMUSG00000018698",1,"Lhx1"
"567","ENSMUSG00000018733",1,"Pex12"
"568","ENSMUSG00000018736",1,"Ndel1"
"569","ENSMUSG00000018765",1,"Fxr2"
"570","ENSMUSG00000018774",1,"Cd68"
"571","ENSMUSG00000018796",1,"Acsl1"
"572","ENSMUSG00000018800",1,"Abca5"
"573","ENSMUSG00000018820",1,"Zfyve27"
"574","ENSMUSG00000018821",1,"Avpi1"
"575","ENSMUSG00000018845",1,"Unc45b"
"576","ENSMUSG00000018846",1,"Pank3"
"577","ENSMUSG00000018848",1,"Rars"
"578","ENSMUSG00000018916",1,"Csf2"
"579","ENSMUSG00000018920",1,"Cxcl16"
"580","ENSMUSG00000018930",1,"Ccl4"
"581","ENSMUSG00000018932",1,"Map2k3"
"582","ENSMUSG00000018986",1,"Slfn3"
"583","ENSMUSG00000019132",1,"BC005537"
"584","ENSMUSG00000019179",1,"Mdh2"
"585","ENSMUSG00000019188",1,"H13"
"586","ENSMUSG00000019210",1,"Atp6v1e1"
"587","ENSMUSG00000019254",1,"Ppp1r12c"
"588","ENSMUSG00000019256",1,"Ahr"
"589","ENSMUSG00000019297",1,"Nop9"
"590","ENSMUSG00000019301",1,"Hsd17b1"
"591","ENSMUSG00000019302",1,"Atp6v0a1"
"592","ENSMUSG00000019362",1,"D8Ertd738e"
"593","ENSMUSG00000019373",1,"Cops3"
"594","ENSMUSG00000019432",1,"Ddx39b"
"595","ENSMUSG00000019433",1,"Gipc1"
"596","ENSMUSG00000019470",1,"Xab2"
"597","ENSMUSG00000019471",1,"Cdc37"
"598","ENSMUSG00000019505",1,"Ubb"
"599","ENSMUSG00000019579",1,"Mydgf"
"600","ENSMUSG00000019710",1,"Mrpl24"
"601","ENSMUSG00000019715",1,"Gle1"
"602","ENSMUSG00000019726",1,"Lyst"
"603","ENSMUSG00000019731",1,"Slc35e1"
"604","ENSMUSG00000019737",1,"Syne4"
"605","ENSMUSG00000019774",1,"Mtrf1l"
"606","ENSMUSG00000019775",1,"Rgs17"
"607","ENSMUSG00000019777",1,"Hdac2"
"608","ENSMUSG00000019782",1,"Rwdd1"
"609","ENSMUSG00000019789",1,"Hey2"
"610","ENSMUSG00000019790",1,"Stxbp5"
"611","ENSMUSG00000019792",1,"Trmt11"
"612","ENSMUSG00000019794",1,"Katna1"
"613","ENSMUSG00000019802",1,"Sec63"
"614","ENSMUSG00000019806",1,"Aig1"
"615","ENSMUSG00000019808",1,"Adat2"
"616","ENSMUSG00000019809",1,"Pex3"
"617","ENSMUSG00000019814",1,"Ltv1"
"618","ENSMUSG00000019817",1,"Plagl1"
"619","ENSMUSG00000019818",1,"Cd164"
"620","ENSMUSG00000019820",1,"Utrn"
"621","ENSMUSG00000019823",1,"Mical1"
"622","ENSMUSG00000019826",1,"Zbtb24"
"623","ENSMUSG00000019831",1,"Wasf1"
"624","ENSMUSG00000019832",1,"Rab32"
"625","ENSMUSG00000019838",1,"Slc16a10"
"626","ENSMUSG00000019842",1,"Traf3ip2"
"627","ENSMUSG00000019843",1,"Fyn"
"628","ENSMUSG00000019849",1,"Prep"
"629","ENSMUSG00000019854",1,"Reps1"
"630","ENSMUSG00000019857",1,"Asf1a"
"631","ENSMUSG00000019861",1,"Gopc"
"632","ENSMUSG00000019868",1,"Vta1"
"633","ENSMUSG00000019877",1,"Serinc1"
"634","ENSMUSG00000019880",1,"Rspo3"
"635","ENSMUSG00000019889",1,"Ptprk"
"636","ENSMUSG00000019891",1,"Dcbld1"
"637","ENSMUSG00000019897",1,"Ccdc59"
"638","ENSMUSG00000019899",1,"Lama2"
"639","ENSMUSG00000019916",1,"P4ha1"
"640","ENSMUSG00000019920",1,"Lims1"
"641","ENSMUSG00000019923",1,"Zwint"
"642","ENSMUSG00000019935",1,"Slc17a8"
"643","ENSMUSG00000019943",1,"Atp2b1"
"644","ENSMUSG00000019948",1,"Actr6"
"645","ENSMUSG00000019951",1,"Uhrf1bp1l"
"646","ENSMUSG00000019960",1,"Dusp6"
"647","ENSMUSG00000019966",1,"Kitl"
"648","ENSMUSG00000019969",1,"Psen1"
"649","ENSMUSG00000019970",1,"Sgk1"
"650","ENSMUSG00000019977",1,"Hbs1l"
"651","ENSMUSG00000019986",1,"Ahi1"
"652","ENSMUSG00000019988",1,"Nedd1"
"653","ENSMUSG00000019996",1,"Map7"
"654","ENSMUSG00000020015",1,"Cdk17"
"655","ENSMUSG00000020017",1,"Hal"
"656","ENSMUSG00000020018",1,"Snrpf"
"657","ENSMUSG00000020019",1,"Ntn4"
"658","ENSMUSG00000020020",1,"Usp44"
"659","ENSMUSG00000020021",1,"Fgd6"
"660","ENSMUSG00000020024",1,"Cep83"
"661","ENSMUSG00000020027",1,"Socs2"
"662","ENSMUSG00000020038",1,"Cry1"
"663","ENSMUSG00000020048",1,"Hsp90b1"
"664","ENSMUSG00000020062",1,"Slc5a8"
"665","ENSMUSG00000020074",1,"Ccar1"
"666","ENSMUSG00000020075",1,"Ddx21"
"667","ENSMUSG00000020076",1,"Ddx50"
"668","ENSMUSG00000020079",1,"Supv3l1"
"669","ENSMUSG00000020088",1,"Sar1a"
"670","ENSMUSG00000020089",1,"Ppa1"
"671","ENSMUSG00000020097",1,"Sgpl1"
"672","ENSMUSG00000020099",1,"Unc5b"
"673","ENSMUSG00000020105",1,"Lrig3"
"674","ENSMUSG00000020109",1,"Dnajb12"
"675","ENSMUSG00000020116",1,"Pno1"
"676","ENSMUSG00000020121",1,"Srgap1"
"677","ENSMUSG00000020122",1,"Egfr"
"678","ENSMUSG00000020124",1,"Usp15"
"679","ENSMUSG00000020128",1,"Vps54"
"680","ENSMUSG00000020130",1,"Tbc1d15"
"681","ENSMUSG00000020132",1,"Rab21"
"682","ENSMUSG00000020133",1,"2310011J03Rik"
"683","ENSMUSG00000020134",1,"Peli1"
"684","ENSMUSG00000020137",1,"Thap2"
"685","ENSMUSG00000020140",1,"Lgr5"
"686","ENSMUSG00000020149",1,"Rab1a"
"687","ENSMUSG00000020152",1,"Actr2"
"688","ENSMUSG00000020154",1,"Ptprb"
"689","ENSMUSG00000020166",1,"Cnot2"
"690","ENSMUSG00000020171",1,"Yeats4"
"691","ENSMUSG00000020176",1,"Grb10"
"692","ENSMUSG00000020180",1,"Snrpd3"
"693","ENSMUSG00000020181",1,"Nav3"
"694","ENSMUSG00000020183",1,"Cpm"
"695","ENSMUSG00000020184",1,"Mdm2"
"696","ENSMUSG00000020189",1,"Osbpl8"
"697","ENSMUSG00000020198",1,"Ap3d1"
"698","ENSMUSG00000020205",1,"Phlda1"
"699","ENSMUSG00000020211",1,"Sf3a2"
"700","ENSMUSG00000020224",1,"Llph"
"701","ENSMUSG00000020225",1,"Tmbim4"
"702","ENSMUSG00000020228",1,"Helb"
"703","ENSMUSG00000020246",1,"Hcfc2"
"704","ENSMUSG00000020248",1,"Nfyb"
"705","ENSMUSG00000020250",1,"Txnrd1"
"706","ENSMUSG00000020255",1,"Nopchap1"
"707","ENSMUSG00000020256",1,"Aldh1l2"
"708","ENSMUSG00000020260",1,"Pofut2"
"709","ENSMUSG00000020262",1,"Adarb1"
"710","ENSMUSG00000020271",1,"Fbxw11"
"711","ENSMUSG00000020273",1,"Papolg"
"712","ENSMUSG00000020275",1,"Rel"
"713","ENSMUSG00000020300",1,"Cpeb4"
"714","ENSMUSG00000020303",1,"Stc2"
"715","ENSMUSG00000020305",1,"Asb3"
"716","ENSMUSG00000020307",1,"Cdc34"
"717","ENSMUSG00000020328",1,"Nudcd2"
"718","ENSMUSG00000020333",1,"Acsl6"
"719","ENSMUSG00000020334",1,"Slc22a4"
"720","ENSMUSG00000020349",1,"Ppp2ca"
"721","ENSMUSG00000020357",1,"Flt4"
"722","ENSMUSG00000020358",1,"Hnrnpab"
"723","ENSMUSG00000020361",1,"Hspa4"
"724","ENSMUSG00000020368",1,"Canx"
"725","ENSMUSG00000020372",1,"Rack1"
"726","ENSMUSG00000020385",1,"Clk4"
"727","ENSMUSG00000020386",1,"Sar1b"
"728","ENSMUSG00000020387",1,"Jade2"
"729","ENSMUSG00000020390",1,"Ube2b"
"730","ENSMUSG00000020392",1,"Cdkn2aipnl"
"731","ENSMUSG00000020397",1,"Med7"
"732","ENSMUSG00000020407",1,"Upp1"
"733","ENSMUSG00000020409",1,"Slu7"
"734","ENSMUSG00000020411",1,"Nipal4"
"735","ENSMUSG00000020412",1,"Ascc2"
"736","ENSMUSG00000020423",1,"Btg2"
"737","ENSMUSG00000020427",1,"Igfbp3"
"738","ENSMUSG00000020430",1,"Pes1"
"739","ENSMUSG00000020435",1,"Osbp2"
"740","ENSMUSG00000020439",1,"Smtn"
"741","ENSMUSG00000020448",1,"Rnf185"
"742","ENSMUSG00000020454",1,"Eif4enif1"
"743","ENSMUSG00000020455",1,"Trim11"
"744","ENSMUSG00000020458",1,"Rtn4"
"745","ENSMUSG00000020460",1,"Rps27a"
"746","ENSMUSG00000020462",1,"Cfap36"
"747","ENSMUSG00000020463",1,"Ppp4r3b"
"748","ENSMUSG00000020464",1,"Pnpt1"
"749","ENSMUSG00000020471",1,"Pold2"
"750","ENSMUSG00000020482",1,"Ccdc117"
"751","ENSMUSG00000020484",1,"Xbp1"
"752","ENSMUSG00000020495",1,"Smg8"
"753","ENSMUSG00000020516",1,"Rps6kb1"
"754","ENSMUSG00000020521",1,"Rnft1"
"755","ENSMUSG00000020522",1,"Mfap3"
"756","ENSMUSG00000020523",1,"Fam114a2"
"757","ENSMUSG00000020527",1,"Myo19"
"758","ENSMUSG00000020528",1,"Prpsap2"
"759","ENSMUSG00000020530",1,"Ggnbp2"
"760","ENSMUSG00000020534",1,"Shmt1"
"761","ENSMUSG00000020537",1,"Drg2"
"762","ENSMUSG00000020547",1,"Bzw2"
"763","ENSMUSG00000020549",1,"Elac2"
"764","ENSMUSG00000020561",1,"Polr1f"
"765","ENSMUSG00000020571",1,"Pdia6"
"766","ENSMUSG00000020572",1,"Nampt"
"767","ENSMUSG00000020576",1,"Nbas"
"768","ENSMUSG00000020580",1,"Rock2"
"769","ENSMUSG00000020594",1,"Pum2"
"770","ENSMUSG00000020612",1,"Prkar1a"
"771","ENSMUSG00000020627",1,"Klhl29"
"772","ENSMUSG00000020630",1,"Rnaseh1"
"773","ENSMUSG00000020634",1,"Ubxn2a"
"774","ENSMUSG00000020640",1,"Itsn2"
"775","ENSMUSG00000020641",1,"Rsad2"
"776","ENSMUSG00000020648",1,"Dus4l"
"777","ENSMUSG00000020656",1,"Grhl1"
"778","ENSMUSG00000020657",1,"Dnajc27"
"779","ENSMUSG00000020659",1,"Cbll1"
"780","ENSMUSG00000020664",1,"Dld"
"781","ENSMUSG00000020671",1,"Rab10"
"782","ENSMUSG00000020677",1,"Ddx52"
"783","ENSMUSG00000020680",1,"Taf15"
"784","ENSMUSG00000020682",1,"Mmp28"
"785","ENSMUSG00000020687",1,"Cdc27"
"786","ENSMUSG00000020689",1,"Itgb3"
"787","ENSMUSG00000020691",1,"Mettl2"
"788","ENSMUSG00000020692",1,"Nle1"
"789","ENSMUSG00000020694",1,"Tlk2"
"790","ENSMUSG00000020700",1,"Map3k3"
"791","ENSMUSG00000020701",1,"Tmem132e"
"792","ENSMUSG00000020705",1,"Ddx42"
"793","ENSMUSG00000020706",1,"Ftsj3"
"794","ENSMUSG00000020708",1,"Psmc5"
"795","ENSMUSG00000020712",1,"Tcam1"
"796","ENSMUSG00000020715",1,"Ern1"
"797","ENSMUSG00000020717",1,"Pecam1"
"798","ENSMUSG00000020719",1,"Ddx5"
"799","ENSMUSG00000020720",1,"Psmd12"
"800","ENSMUSG00000020739",1,"Nup85"
"801","ENSMUSG00000020741",1,"Cluh"
"802","ENSMUSG00000020755",1,"Sap30bp"
"803","ENSMUSG00000020780",1,"Srp68"
"804","ENSMUSG00000020794",1,"Ube2g1"
"805","ENSMUSG00000020801",1,"Med31"
"806","ENSMUSG00000020802",1,"Ube2o"
"807","ENSMUSG00000020803",1,"Txndc17"
"808","ENSMUSG00000020811",1,"Wscd1"
"809","ENSMUSG00000020812",1,"Snhg16"
"810","ENSMUSG00000020817",1,"Rabep1"
"811","ENSMUSG00000020838",1,"Slc6a4"
"812","ENSMUSG00000020857",1,"Nme2"
"813","ENSMUSG00000020859",1,"Spag9"
"814","ENSMUSG00000020869",1,"Lrrc59"
"815","ENSMUSG00000020873",1,"Slc35b1"
"816","ENSMUSG00000020875",1,"Hoxb9"
"817","ENSMUSG00000020882",1,"Cacnb1"
"818","ENSMUSG00000020886",1,"Dlg4"
"819","ENSMUSG00000020892",1,"Aloxe3"
"820","ENSMUSG00000020893",1,"Per1"
"821","ENSMUSG00000020899",1,"Pfas"
"822","ENSMUSG00000020913",1,"Krt24"
"823","ENSMUSG00000020917",1,"Acly"
"824","ENSMUSG00000020922",1,"Lsm12"
"825","ENSMUSG00000020923",1,"Ubtf"
"826","ENSMUSG00000020936",1,"Nmt1"
"827","ENSMUSG00000020946",1,"Gosr2"
"828","ENSMUSG00000020950",1,"Foxg1"
"829","ENSMUSG00000020952",1,"Scfd1"
"830","ENSMUSG00000020953",1,"Coch"
"831","ENSMUSG00000020954",1,"Strn3"
"832","ENSMUSG00000020962",1,"Gtf2a1"
"833","ENSMUSG00000020964",1,"Sel1l"
"834","ENSMUSG00000020978",1,"Klhdc2"
"835","ENSMUSG00000020982",1,"Nemf"
"836","ENSMUSG00000020986",1,"Sec23a"
"837","ENSMUSG00000020988",1,"L2hgdh"
"838","ENSMUSG00000020993",1,"Trappc6b"
"839","ENSMUSG00000020994",1,"Pnn"
"840","ENSMUSG00000021000",1,"Mia2"
"841","ENSMUSG00000021009",1,"Ptpn21"
"842","ENSMUSG00000021018",1,"Polr2h"
"843","ENSMUSG00000021022",1,"Ppp2r3c"
"844","ENSMUSG00000021023",1,"Prorp"
"845","ENSMUSG00000021025",1,"Nfkbia"
"846","ENSMUSG00000021027",1,"Ralgapa1"
"847","ENSMUSG00000021036",1,"Sptlc2"
"848","ENSMUSG00000021037",1,"Ahsa1"
"849","ENSMUSG00000021054",1,"Sgpp1"
"850","ENSMUSG00000021061",1,"Sptb"
"851","ENSMUSG00000021062",1,"Rab15"
"852","ENSMUSG00000021076",1,"Actr10"
"853","ENSMUSG00000021079",1,"Timm9"
"854","ENSMUSG00000021094",1,"Dhrs7"
"855","ENSMUSG00000021096",1,"Ppm1a"
"856","ENSMUSG00000021102",1,"Glrx5"
"857","ENSMUSG00000021109",1,"Hif1a"
"858","ENSMUSG00000021111",1,"Papola"
"859","ENSMUSG00000021116",1,"Eif2s1"
"860","ENSMUSG00000021125",1,"Arg2"
"861","ENSMUSG00000021131",1,"Erh"
"862","ENSMUSG00000021134",1,"Srsf5"
"863","ENSMUSG00000021139",1,"Gm20498"
"864","ENSMUSG00000021140",1,"Pcnx"
"865","ENSMUSG00000021144",1,"Mta1"
"866","ENSMUSG00000021147",1,"Wdr37"
"867","ENSMUSG00000021149",1,"Gtpbp4"
"868","ENSMUSG00000021171",1,"Esyt2"
"869","ENSMUSG00000021178",1,"Psmc1"
"870","ENSMUSG00000021188",1,"Trip11"
"871","ENSMUSG00000021189",1,"Atxn3"
"872","ENSMUSG00000021192",1,"Golga5"
"873","ENSMUSG00000021193",1,"Pitrm1"
"874","ENSMUSG00000021203",1,"Otub2"
"875","ENSMUSG00000021209",1,"Ppp4r4"
"876","ENSMUSG00000021214",1,"Akr1c18"
"877","ENSMUSG00000021219",1,"Rgs6"
"878","ENSMUSG00000021226",1,"Acot2"
"879","ENSMUSG00000021242",1,"Npc2"
"880","ENSMUSG00000021243",1,"Fcf1"
"881","ENSMUSG00000021244",1,"Ylpm1"
"882","ENSMUSG00000021252",1,"Erg28"
"883","ENSMUSG00000021254",1,"Gpatch2l"
"884","ENSMUSG00000021258",1,"Ccnk"
"885","ENSMUSG00000021260",1,"Hhipl1"
"886","ENSMUSG00000021264",1,"Yy1"
"887","ENSMUSG00000021266",1,"Wars"
"888","ENSMUSG00000021270",1,"Hsp90aa1"
"889","ENSMUSG00000021273",1,"Fdft1"
"890","ENSMUSG00000021275",1,"Tecpr2"
"891","ENSMUSG00000021276",1,"Cinp"
"892","ENSMUSG00000021281",1,"Tnfaip2"
"893","ENSMUSG00000021282",1,"Eif5"
"894","ENSMUSG00000021298",1,"Gpr132"
"895","ENSMUSG00000021301",1,"Hecw1"
"896","ENSMUSG00000021302",1,"Ggps1"
"897","ENSMUSG00000021303",1,"Gng4"
"898","ENSMUSG00000021311",1,"Mtr"
"899","ENSMUSG00000021326",1,"Trim27"
"900","ENSMUSG00000021356",1,"Irf4"
"901","ENSMUSG00000021357",1,"Exoc2"
"902","ENSMUSG00000021374",1,"Nup153"
"903","ENSMUSG00000021385",1,"Ippk"
"904","ENSMUSG00000021392",1,"Nol8"
"905","ENSMUSG00000021400",1,"Wrnip1"
"906","ENSMUSG00000021404",1,"Serpinb9c"
"907","ENSMUSG00000021408",1,"Ripk1"
"908","ENSMUSG00000021413",1,"Prpf4b"
"909","ENSMUSG00000021418",1,"Rpp40"
"910","ENSMUSG00000021427",1,"Ssr1"
"911","ENSMUSG00000021428",1,"Riok1"
"912","ENSMUSG00000021431",1,"Snrnp48"
"913","ENSMUSG00000021432",1,"Slc35b3"
"914","ENSMUSG00000021468",1,"Sptlc1"
"915","ENSMUSG00000021477",1,"Ctsl"
"916","ENSMUSG00000021482",1,"Prxl2c"
"917","ENSMUSG00000021484",1,"Lman2"
"918","ENSMUSG00000021494",1,"Ddx41"
"919","ENSMUSG00000021514",1,"Zfp369"
"920","ENSMUSG00000021518",1,"Ptdss1"
"921","ENSMUSG00000021532",1,"Fastkd3"
"922","ENSMUSG00000021546",1,"Hnrnpk"
"923","ENSMUSG00000021548",1,"Ccnh"
"924","ENSMUSG00000021549",1,"Rasa1"
"925","ENSMUSG00000021565",1,"Slc6a19"
"926","ENSMUSG00000021569",1,"Trip13"
"927","ENSMUSG00000021576",1,"Pdcd6"
"928","ENSMUSG00000021578",1,"Ccdc127"
"929","ENSMUSG00000021585",1,"Cast"
"930","ENSMUSG00000021587",1,"Pcsk1"
"931","ENSMUSG00000021591",1,"Glrx"
"932","ENSMUSG00000021594",1,"Srd5a1"
"933","ENSMUSG00000021595",1,"Nsun2"
"934","ENSMUSG00000021597",1,"Slf1"
"935","ENSMUSG00000021598",1,"Med10"
"936","ENSMUSG00000021610",1,"Clptm1l"
"937","ENSMUSG00000021620",1,"Acot12"
"938","ENSMUSG00000021621",1,"Zcchc9"
"939","ENSMUSG00000021629",1,"Slc30a5"
"940","ENSMUSG00000021635",1,"Rad17"
"941","ENSMUSG00000021645",1,"Smn1"
"942","ENSMUSG00000021647",1,"Cartpt"
"943","ENSMUSG00000021660",1,"Btf3"
"944","ENSMUSG00000021662",1,"Arhgef28"
"945","ENSMUSG00000021666",1,"Gfm2"
"946","ENSMUSG00000021669",1,"Cert1"
"947","ENSMUSG00000021670",1,"Hmgcr"
"948","ENSMUSG00000021680",1,"Crhbp"
"949","ENSMUSG00000021681",1,"Aggf1"
"950","ENSMUSG00000021686",1,"Ap3b1"
"951","ENSMUSG00000021690",1,"Jmy"
"952","ENSMUSG00000021692",1,"Dimt1"
"953","ENSMUSG00000021693",1,"Kif2a"
"954","ENSMUSG00000021694",1,"Ercc8"
"955","ENSMUSG00000021696",1,"Elovl7"
"956","ENSMUSG00000021701",1,"Plk2"
"957","ENSMUSG00000021706",1,"Zfyve16"
"958","ENSMUSG00000021711",1,"Trappc13"
"959","ENSMUSG00000021712",1,"Trim23"
"960","ENSMUSG00000021713",1,"Ppwd1"
"961","ENSMUSG00000021715",1,"Cwc27"
"962","ENSMUSG00000021725",1,"Parp8"
"963","ENSMUSG00000021730",1,"Hcn1"
"964","ENSMUSG00000021731",1,"Mrps30"
"965","ENSMUSG00000021733",1,"Slc4a7"
"966","ENSMUSG00000021737",1,"Psmd6"
"967","ENSMUSG00000021748",1,"Pdhb"
"968","ENSMUSG00000021751",1,"Acox2"
"969","ENSMUSG00000021752",1,"Kctd6"
"970","ENSMUSG00000021756",1,"Il6st"
"971","ENSMUSG00000021770",1,"Samd8"
"972","ENSMUSG00000021774",1,"Ube2e1"
"973","ENSMUSG00000021810",1,"Ecd"
"974","ENSMUSG00000021814",1,"Anxa7"
"975","ENSMUSG00000021816",1,"Ppp3cb"
"976","ENSMUSG00000021819",1,"Zswim8"
"977","ENSMUSG00000021831",1,"Ero1a"
"978","ENSMUSG00000021832",1,"Psmc6"
"979","ENSMUSG00000021840",1,"Mapk1ip1l"
"980","ENSMUSG00000021843",1,"Ktn1"
"981","ENSMUSG00000021868",1,"Ppif"
"982","ENSMUSG00000021877",1,"Arf4"
"983","ENSMUSG00000021890",1,"Eaf1"
"984","ENSMUSG00000021891",1,"Mettl6"
"985","ENSMUSG00000021893",1,"Capn7"
"986","ENSMUSG00000021901",1,"Bap1"
"987","ENSMUSG00000021904",1,"Sema3g"
"988","ENSMUSG00000021911",1,"Parg"
"989","ENSMUSG00000021929",1,"Kpna3"
"990","ENSMUSG00000021930",1,"Spryd7"
"991","ENSMUSG00000021936",1,"Mapk8"
"992","ENSMUSG00000021952",1,"Xpo4"
"993","ENSMUSG00000021959",1,"Lats2"
"994","ENSMUSG00000021962",1,"Dcp1a"
"995","ENSMUSG00000021963",1,"Sap18"
"996","ENSMUSG00000021965",1,"Ska3"
"997","ENSMUSG00000021969",1,"Zdhhc20"
"998","ENSMUSG00000021996",1,"Esd"
"999","ENSMUSG00000022003",1,"Slc25a30"
"1000","ENSMUSG00000022008",1,"Gpalpp1"
"1001","ENSMUSG00000022009",1,"Nufip1"
"1002","ENSMUSG00000022012",1,"Enox1"
"1003","ENSMUSG00000022015",1,"Tnfsf11"
"1004","ENSMUSG00000022016",1,"Akap11"
"1005","ENSMUSG00000022019",1,"Tdrd3"
"1006","ENSMUSG00000022020",1,"Naa16"
"1007","ENSMUSG00000022023",1,"Wbp4"
"1008","ENSMUSG00000022031",1,"Elp3"
"1009","ENSMUSG00000022035",1,"Ccdc25"
"1010","ENSMUSG00000022043",1,"Trim35"
"1011","ENSMUSG00000022052",1,"Ppp2r2a"
"1012","ENSMUSG00000022054",1,"Nefm"
"1013","ENSMUSG00000022055",1,"Nefl"
"1014","ENSMUSG00000022064",1,"Pibf1"
"1015","ENSMUSG00000022070",1,"Bora"
"1016","ENSMUSG00000022074",1,"Tnfrsf10b"
"1017","ENSMUSG00000022089",1,"Bin3"
"1018","ENSMUSG00000022092",1,"Ppp3cc"
"1019","ENSMUSG00000022094",1,"Slc39a14"
"1020","ENSMUSG00000022109",1,"Med4"
"1021","ENSMUSG00000022111",1,"Uchl3"
"1022","ENSMUSG00000022114",1,"Spry2"
"1023","ENSMUSG00000022119",1,"Rbm26"
"1024","ENSMUSG00000022120",1,"Obi1"
"1025","ENSMUSG00000022130",1,"Tgds"
"1026","ENSMUSG00000022136",1,"Dnajc3"
"1027","ENSMUSG00000022139",1,"Mbnl2"
"1028","ENSMUSG00000022141",1,"Nipbl"
"1029","ENSMUSG00000022142",1,"Nup155"
"1030","ENSMUSG00000022144",1,"Gdnf"
"1031","ENSMUSG00000022146",1,"Osmr"
"1032","ENSMUSG00000022150",1,"Dab2"
"1033","ENSMUSG00000022159",1,"Rab2b"
"1034","ENSMUSG00000022160",1,"Mettl3"
"1035","ENSMUSG00000022185",1,"Acin1"
"1036","ENSMUSG00000022193",1,"Psmb5"
"1037","ENSMUSG00000022194",1,"Pabpn1"
"1038","ENSMUSG00000022195",1,"6030458C11Rik"
"1039","ENSMUSG00000022201",1,"Zfr"
"1040","ENSMUSG00000022204",1,"Ngdn"
"1041","ENSMUSG00000022205",1,"Sub1"
"1042","ENSMUSG00000022220",1,"Adcy4"
"1043","ENSMUSG00000022228",1,"Zscan26"
"1044","ENSMUSG00000022231",1,"Sema5a"
"1045","ENSMUSG00000022234",1,"Cct5"
"1046","ENSMUSG00000022237",1,"Ankrd33b"
"1047","ENSMUSG00000022241",1,"Tars"
"1048","ENSMUSG00000022246",1,"Rai14"
"1049","ENSMUSG00000022247",1,"Brix1"
"1050","ENSMUSG00000022248",1,"Rad1"
"1051","ENSMUSG00000022255",1,"Mtdh"
"1052","ENSMUSG00000022263",1,"Trio"
"1053","ENSMUSG00000022280",1,"Rnf19a"
"1054","ENSMUSG00000022283",1,"Pabpc1"
"1055","ENSMUSG00000022285",1,"Ywhaz"
"1056","ENSMUSG00000022295",1,"Atp6v1c1"
"1057","ENSMUSG00000022297",1,"Fzd6"
"1058","ENSMUSG00000022299",1,"Slc25a32"
"1059","ENSMUSG00000022300",1,"Dcaf13"
"1060","ENSMUSG00000022305",1,"Lrp12"
"1061","ENSMUSG00000022307",1,"Oxr1"
"1062","ENSMUSG00000022312",1,"Eif3h"
"1063","ENSMUSG00000022313",1,"Utp23"
"1064","ENSMUSG00000022314",1,"Rad21"
"1065","ENSMUSG00000022321",1,"Cdh10"
"1066","ENSMUSG00000022325",1,"Pop1"
"1067","ENSMUSG00000022329",1,"Stk3"
"1068","ENSMUSG00000022336",1,"Eif3e"
"1069","ENSMUSG00000022337",1,"Emc2"
"1070","ENSMUSG00000022338",1,"Eny2"
"1071","ENSMUSG00000022339",1,"Ebag9"
"1072","ENSMUSG00000022346",1,"Myc"
"1073","ENSMUSG00000022364",1,"Tbc1d31"
"1074","ENSMUSG00000022365",1,"Derl1"
"1075","ENSMUSG00000022369",1,"Mtbp"
"1076","ENSMUSG00000022370",1,"Mrpl13"
"1077","ENSMUSG00000022378",1,"Cyrib"
"1078","ENSMUSG00000022387",1,"Brd1"
"1079","ENSMUSG00000022391",1,"Rangap1"
"1080","ENSMUSG00000022401",1,"Xpnpep3"
"1081","ENSMUSG00000022407",1,"Adsl"
"1082","ENSMUSG00000022408",1,"Fam83f"
"1083","ENSMUSG00000022412",1,"Mief1"
"1084","ENSMUSG00000022421",1,"Nptxr"
"1085","ENSMUSG00000022426",1,"Josd1"
"1086","ENSMUSG00000022427",1,"Tomm22"
"1087","ENSMUSG00000022433",1,"Csnk1e"
"1088","ENSMUSG00000022434",1,"Fam118a"
"1089","ENSMUSG00000022438",1,"Parvb"
"1090","ENSMUSG00000022443",1,"Myh9"
"1091","ENSMUSG00000022462",1,"Slc38a2"
"1092","ENSMUSG00000022471",1,"Xrcc6"
"1093","ENSMUSG00000022472",1,"Desi1"
"1094","ENSMUSG00000022489",1,"Pde1b"
"1095","ENSMUSG00000022490",1,"Ppp1r1a"
"1096","ENSMUSG00000022498",1,"Txndc11"
"1097","ENSMUSG00000022500",1,"Litaf"
"1098","ENSMUSG00000022505",1,"Emp2"
"1099","ENSMUSG00000022507",1,"1810013L24Rik"
"1100","ENSMUSG00000022508",1,"Bcl6"
"1101","ENSMUSG00000022514",1,"Il1rap"
"1102","ENSMUSG00000022515",1,"Anks3"
"1103","ENSMUSG00000022528",1,"Hes1"
"1104","ENSMUSG00000022529",1,"Zfp263"
"1105","ENSMUSG00000022533",1,"Atp13a3"
"1106","ENSMUSG00000022538",1,"Lsg1"
"1107","ENSMUSG00000022554",1,"Hgh1"
"1108","ENSMUSG00000022556",1,"Hsf1"
"1109","ENSMUSG00000022557",1,"Bop1"
"1110","ENSMUSG00000022558",1,"Mroh1"
"1111","ENSMUSG00000022570",1,"Gfus"
"1112","ENSMUSG00000022571",1,"Pycrl"
